keyword,title,url,source,author,publishedAt,description,domain,ip,org,country,date
мобилизация,Алексей Арестович: Арестович & Шелест: День 1293. Дневник войны (2025-08-09),https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DFiomspDdK08,YouTube,"echo@echo.msk.ru (эхо москвы), эхо москвы",2025-09-08 20:16:20+00:00," Подписывайтесь на каналы: 
 Александр Шелест: www.youtube.com/@shelestSHUM // https://t.me/shelestlive 
 Алексей Арестович: https://www.youtube.com/@arestovych?sub_confirmation=1 

 Станьте спонсором канала: https://www.youtube.com/channel/UCjWy2g76Q…",www.youtube.com,142.250.207.110,AS15169 Google LLC,JP,2025-09-08
мобилизация,Секрет мясников: как Зеленский собрался «перемолоть» на фронте 122 тысячи украинцев,https://life.ru/p/1787592,Life.ru,Даниил Черных,2025-09-08 13:47:28+00:00,"Хакеры смогли добыть секретные документы о том, что на Украине готовится экстренная мобилизация 122 тысяч человек. Причиной для этого служат провалы на фронте. Что об этом известно?",life.ru,212.193.158.178,"AS34879 OOO ""Sovremennye setevye tekhnologii""",RU,2025-09-08
мобилизация,Пленный ВСУ назвал бессмысленной тактику штурмов украинской армии,https://vz.ru/news/2025/9/8/1358327.html#text,Vz.ru,Деловая газета Взгляд,2025-09-08 12:21:52+00:00,"По словам пленного украинского военного, в штурмовые подразделения ВСУ направляют мужчин без отбора по состоянию здоровья, зачастую используя их как «живой щит». Украинский пленный Геннадий Скуридин рассказал о тактике ВСУ по использованию штурмовиков, переда…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-09-08
мобилизация,Венесуэла отреагировала на удары США по кораблям в Карибском море: Мадуро объявил мобилизацию,https://news.mail.ru/society/67786111/,Mail.ru,Диана Дьякова,2025-09-08 02:46:12+00:00,В Венесуэле началась мобилизация 25 тысяч военных после ударов США.,news.mail.ru,95.163.61.53,AS47764 LLC VK,RU,2025-09-08
мобилизация,Финляндия с января депортировала более 100 россиян,https://vz.ru/news/2025/9/7/1358043.html#text,Vz.ru,Деловая газета Взгляд,2025-09-07 01:57:47+00:00,"Власти Финляндии с января по сентябрь депортировали более 100 российских граждан, которым ранее отказали в предоставлении «международной защиты», сообщает финская полиция. С начала 2025 года были депортированы 104 гражданина России. По словам просителей убежи…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-09-07
мобилизация,Пентагон счел провокацией пролет ВВС Венесуэлы над эсминцем США,https://news.mail.ru/politics/67760434/,Mail.ru,Марина Светлова,2025-09-05 13:14:02+00:00,"Пентагон назвал провокацией пролет самолетов ВВС Венесуэлы над кораблем ВМС США. Рассказываем, почему Венесуэла решилась на этот шаг, как отреагировал Пентагон, почему в Венесуэле началась масштабная мобилизация, чем это грозит региону",news.mail.ru,95.163.61.53,AS47764 LLC VK,RU,2025-09-05
мобилизация,Пленный из ВСУ назвал причину продолжения принудительной мобилизации на Украине,https://lenta.ru/news/2025/09/05/plennyy-iz-vsu-nazval-prichinu-prodolzheniya-prinuditelnoy-mobilizatsii-na-ukraine/,Lenta,Никита Хромин,2025-09-04 18:45:00+00:00,"Попавший в российский плен военнослужащий Вооруженных сил Украины (ВСУ) Владимир Егоров сообщил, что Украина на поле боя несет огромные потери, и именно из-за этого в стране продолжается принудительная мобилизация. Слова солдата приводит Министерство обороны …",lenta.ru,81.19.72.34,AS24638 Rambler Internet Holding LLC,RU,2025-09-04
мобилизация,В Волынской области Украины мужчины избили военкомов и устроили стрельбу,https://vz.ru/news/2025/9/4/1357552.html#text,Vz.ru,Деловая газета Взгляд,2025-09-04 17:07:37+00:00,"В селе Боратин Волынской области Украины четверо мужчин избили сотрудников военкомата, отобрали оружие и открыли по ним огонь. Инцидент произошел во время попытки проверки документов у четырех прохожих, двое из которых попытались скрыться и спрятались в забро…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-09-04
мобилизация,"""Один из величайших позоров Европы в XXI веке — принудительная мобилизация на Украине"" - Петер Сийярто",https://pikabu.ru/story/odin_iz_velichayshikh_pozorov_evropyi_v_xxi_veke__prinuditelnaya_mobilizatsiya_na_ukraine__peter_siyyarto_13149033,Pikabu.ru,https://www.facebook.com/pikabu.ru,2025-09-04 13:37:09+00:00,"""Всем известно, что во время этого принудительного призыва людей часто избивают, в некоторых случаях забивают до смерти. И они могут себе это позволить, потому что, согласно провоенным европейским политикам, Украине позволено делать всё что угодно в этой ситу…",pikabu.ru,185.178.210.201,AS57724 DDOS-GUARD LTD,GB,2025-09-04
мобилизация,«Охота на людей»: Глава МИД Венгрии назвал принудительную мобилизацию на Украине позором XXI века,https://life.ru/p/1786433,Life.ru,Наталья Демьянова,2025-09-04 13:22:05+00:00,"Принудительная мобилизация на Украине, которая сопровождается насилием и гибелью людей, является позорным фактом для Европы в XXI веке. Об этом заявил глава МИД Венгрии Петер Сийярто на пресс-конференции в Будапеште.",life.ru,212.193.158.178,"AS34879 OOO ""Sovremennye setevye tekhnologii""",RU,2025-09-04
мобилизация,Сийярто назвал позором для ЕС насильственную мобилизацию на Украине,https://lenta.ru/news/2025/09/04/siyyarto-nazval-pozorom-dlya-es-nasilstvennuyu-mobilizatsiyu-na-ukraine/,Lenta,Виктория Кондратьева,2025-09-04 13:10:00+00:00,"Насильственная мобилизация на Украине при попустительстве европейских политиков стала величайшим позором для Европейского Союза (ЕС). Об этом заявил министр иностранных дел и внешнеэкономических связей Венгрии Петер Сийярто, сообщает РИА Новости",lenta.ru,81.19.72.34,AS24638 Rambler Internet Holding LLC,RU,2025-09-04
мобилизация,МИД Венгрии назвал принудительную мобилизацию на Украине позором Европы,https://vz.ru/news/2025/9/4/1357520.html#text,Vz.ru,Деловая газета Взгляд,2025-09-04 11:57:04+00:00,"Насильственная мобилизация, сопровождающаяся избиениями и смертями на Украине, стала позорным явлением для Европы XXI века, сообщил глава венгерского МИД Петер Сийярто. Министр заявил на пресс-конференции в Будапеште, что этот факт признан не только в Венгрии…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-09-04
мобилизация,Российские силовые структуры: ВСУ теряют за месяц более 11 тыс. военных,https://vz.ru/news/2025/9/3/1357326.html#text,Vz.ru,Деловая газета Взгляд,2025-09-03 18:42:57+00:00,"ВСУ за месяц теряют как минимум 11 тыс. человек убитыми и ранеными в ходе боевых действий, сообщили в российских силовых структурах. По их данным, реальные потери украинских военных существенно выше официально озвучиваемых цифр, передает ТАСС.Ранее украинский…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-09-03
мобилизация,В офисе Зеленского отвергли еще одно условие России по урегулированию конфликта. Как в Киеве объяснили очередной отказ?,https://lenta.ru/news/2025/09/03/mobilizatsiya/,Lenta,Юрий Леонов,2025-09-03 13:08:37+00:00,Мобилизация в Вооруженные силы Украины (ВСУ) не остановится даже после достижения режима прекращения огня в конфликте с Россией. Об этом заявил заместитель руководителя офиса президента (ОП) Украины Павел Палиса в интервью украинскому изданию «Общественное»,lenta.ru,81.19.72.34,AS24638 Rambler Internet Holding LLC,RU,2025-09-03
мобилизация,Мобилизация будет продолжаться даже после прекращения огня — ОП,https://news.finance.ua/ru/mobilizaciya-budet-prodolzhat-sya-dazhe-posle-prekrashheniya-ognya-op,Finance.ua,Finance.UA,2025-09-03 12:32:00+00:00,Мобилизация в Украине не остановится даже в случае объявления прекращения огня.,news.finance.ua,104.26.7.7,"AS13335 Cloudflare, Inc.",US,2025-09-03
мобилизация,Замглавы офиса Зеленского Палиса: Украина продолжит мобилизацию после перемирия,https://vz.ru/news/2025/9/3/1357116.html#text,Vz.ru,Деловая газета Взгляд,2025-09-03 01:48:01+00:00,"Украинские власти не планируют останавливать мобилизацию даже при условии прекращения огня, сообщил замглавы офиса Владимира Зеленского Павел Палиса. «Даже если завтра будет прекращение огня, мобилизация не прекратится», – приводит слова замглавы офиса ТАСС с…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-09-03
мобилизация,На Украине заявили о продолжении мобилизации: не поможет даже перемирие,https://news.mail.ru/society/67714089/,Mail.ru,Иван Лебедянский,2025-09-02 21:34:09+00:00,Офис Зеленского: Мобилизация на Украине продолжится даже после перемирия.,news.mail.ru,95.163.61.53,AS47764 LLC VK,RU,2025-09-02
мобилизация,Офис Зеленского: Мобилизация на Украине продолжится даже в случае перемирия,https://life.ru/p/1785860,Life.ru,Лия Мурадьян,2025-09-02 20:41:25+00:00,Мобилизация на Украине не прекратится даже при наступлении прекращения огня. Об этом сообщил заместитель главы офиса Владимира Зеленского Павел Палиса в интервью украинскому телеканалу «Общественное».,life.ru,212.193.158.178,"AS34879 OOO ""Sovremennye setevye tekhnologii""",RU,2025-09-02
мобилизация,"На Украине заявили, что мобилизация не завершится после прекращения огня",https://news.mail.ru/politics/67713273/,Mail.ru,Леонид Монин,2025-09-02 19:25:25+00:00,Закон об усилении мобилизации на Украине вступил в силу 18 мая 2024 года.,news.mail.ru,95.163.61.53,AS47764 LLC VK,RU,2025-09-02
мобилизация,"Палиса: Даже если завтра будет прекращение огня, мобилизация не прекратится",https://www.pravda.com.ua/rus/news/2025/09/2/7529058/,Pravda.com.ua,Украинская правда,2025-09-02 19:21:38+00:00,"Заместитель руководителя Офиса президента Украины, полковник ВСУ Павел Палиса рассказал, что после прекращения огня мобилизация не прекратится. 
Источник: интервью Палисы ""Суспільному"" 
Детали: Он подтвердил, что в Украине нет того количества людей, которое м…",www.pravda.com.ua,107.178.251.122,AS396982 Google LLC,US,2025-09-02
мобилизация,"В офисе Зеленского заявили, что не прекратят мобилизацию даже в случае перемирия",https://tass.ru/mezhdunarodnaya-panorama/24939345,Tass.ru,,2025-09-02 18:59:23+00:00,С февраля 2022 года на Украине объявлена и неоднократно продлевалась всеобщая мобилизация,tass.ru,91.221.165.118,AS201706 SERVICEPIPE LLC,RU,2025-09-02
мобилизация,В офисе Зеленского высказались об остановке мобилизации,https://lenta.ru/news/2025/09/02/v-ofise-zelenskogo-vyskazalis-ob-ostanovke-mobilizatsii/,Lenta,Марина Совина,2025-09-02 18:48:00+00:00,"Мобилизация на Украине не будет остановлена даже в случае прекращения конфликта с Россией. Об этом заявил заместитель руководителя офиса президента (ОП) республики Владимира Зеленского Павел Палиса, его цитирует «Страна.ua»",lenta.ru,81.19.72.34,AS24638 Rambler Internet Holding LLC,RU,2025-09-02
мобилизация,Госсовет: достижение целей в сфере демографии требует сплочения общества,https://tass.ru/obschestvo/24920287,Tass.ru,,2025-09-01 04:07:55+00:00,"Также необходимы мобилизация ресурсов, вовлечение всех уровней власти и участие профессионального экспертного сообщества, заявил председатель комиссии по направлению ""Семья""",tass.ru,91.221.165.118,AS201706 SERVICEPIPE LLC,RU,2025-09-01
мобилизация,"Ходорковский LIVE: Разборки в Кремле. Путин в Пекине. США и Китай воюют руками Украины и России | Пастухов, Еловский (2025-31-08)",https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DoVIuxk5ptkQ,YouTube,"echo@echo.msk.ru (эхо москвы), эхо москвы",2025-08-31 12:14:41+00:00,Визит Владимира Путина в Китай и переговоры президента России с Си Цзиньпинем и президентом Турции Эрдоганом. Возможность появления китайских миротворцев вместо солдат НАТО на линии соприкосновения на войне в Украине. Военные и политические итоги лета 2025 го…,www.youtube.com,142.250.207.110,AS15169 Google LLC,JP,2025-08-31
мобилизация,Алексей Арестович: Арестович & Латынина: Кто справится с землянкой УПА? (2025-29-08),https://www.youtube.com/supported_browsers?next_url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DPA73BwFs4j8,YouTube,"echo@echo.msk.ru (эхо москвы), эхо москвы",2025-08-29 19:02:10+00:00,"#арестович #латынина #трамп #зеленский #путин #война
➤ 00:00 Про выезд из Украины молодым людям до 22 лет.
➤ 01:37 Молодежь, готовая выйти на защиту НАБУ, не готова воевать за Украину?
➤ 04:17 Западные аналоги законов Украины про оскорбление военных и фейки о…",www.youtube.com,142.250.207.110,AS15169 Google LLC,JP,2025-08-29
мобилизация,Секретарь комитета Рады сообщил о недостатке мобилизованных для обороны ВСУ,https://vz.ru/news/2025/8/28/1356049.html#text,Vz.ru,Деловая газета Взгляд,2025-08-28 12:14:41+00:00,Секретарь комитета Верховной рады Роман Костенко отметил невозможность сформировать даже один эшелон обороны из-за нехватки личного состава в ВСУ. О нехватке личного состава в рядах ВСУ заявил секретарь комитета Верховной рады по вопросам национальной безопас…,vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-28
мобилизация,Нейросеть впервые спрогнозировала развитие тропического урагана: прорыв для синоптиков,https://hi-tech.mail.ru/news/132801-nejroset-vpervye-sprognozirovala-razvitie-tropicheskogo-uragana/,Mail.ru,Сергей Перельман,2025-08-27 14:40:41+00:00,"Модель разработали в Google. Вот что известно о технологии.
Нейросеть Google DeepMind добилась беспрецедентной точности прогнозирования развития и траектории движения тропических ураганов. Модель разработали специально для оценки погодных явлений и проверили …",hi-tech.mail.ru,95.163.61.109,AS47764 LLC VK,RU,2025-08-27
мобилизация,Командир ВСУ Береза заявил о необходимости всеобщей мобилизации с 18 лет,https://vz.ru/news/2025/8/27/1355687.html#text,Vz.ru,Деловая газета Взгляд,2025-08-27 07:08:10+00:00,"Командир одного из батальонов ВСУ Юрий Береза предложил призывать на военную службу на Украине мужчин и женщин с 18 лет, чтобы обеспечить выживание страны. Командир батальона Вооруженных сил Украины Юрий Береза заявил о необходимости мобилизации мужчин и женщ…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-27
мобилизация,В Раде заявили о приговоре человечности в Зеленском,https://lenta.ru/news/2025/08/26/v-rade-zayavili-o-prigovore-chelovechnosti-v-zelenskom/,Lenta,Глеб Палехов,2025-08-26 17:02:55+00:00,"Мобилизация на Украине, в результате которой калечат и лишают жизни, — это приговор человечности президента Украины Владимира Зеленского. Об этом заявил в Telegram депутат Верховной Рады, находящийся в СИЗО, Александр Дубинский",lenta.ru,81.19.72.34,AS24638 Rambler Internet Holding LLC,RU,2025-08-26
мобилизация,Экс-офицер ВСУ рассказал о критическом состоянии бригад на фронте,https://vz.ru/news/2025/8/23/1354896.html#text,Vz.ru,Деловая газета Взгляд,2025-08-23 17:23:40+00:00,"Боевые подразделения ВСУ у линии фронта укомплектованы всего на треть, что затрудняет выполнение даже оборонительных задач, несмотря на поступающие приказы наступать, заявил экс-начальник штаба 12-й бригады Нацгвардии «Азов» (группировка признана террористиче…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-23
мобилизация,В мире: Израиль открыл в Газе врата ада,https://vz.ru/world/2025/8/22/1354489.html#text,Vz.ru,Деловая газета Взгляд,2025-08-22 18:45:00+00:00,"ЦАХАЛ возобновляет военную операцию против ХАМАС, выражая решимость захватить весь Сектор Газа. Уже сейчас ООН оценивает положение в регионе как «катастрофический голод», но власти Израиля намерены идти до конца. Этот конец ужасен. «Скоро врата ада откроются …",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-22
военкомат,Украинские пленные рассказали о принудительной мобилизации в ВСУ,https://iz.ru/1958620/2025-09-21/ukrainskie-plennye-rasskazali-o-prinuditelnoi-mobilizacii-v-vsu,Iz.ru,Ревтов Дмитрий Анатольевич,2025-09-20 23:40:00+00:00,"Киевский режим продолжает проводить политику принудительной мобилизации людей в ряды Вооруженных сил Украины (ВСУ). Об этом 20 сентября «Известиям» рассказали сами военнослужащие, взятые в плен.«Меня забрало ТЦК (аналог военкомата. — Ред.). Забрала милиция и …",iz.ru,185.178.208.4,AS57724 DDOS-GUARD LTD,RU,2025-09-20
военкомат,В России начали рассылать электронные повестки и вводить первые ограничения. Главные вопросы о работе нового реестра,https://www.bbc.com/russian/articles/c7v1l7y91d4o,BBC News,https://www.facebook.com/bbcnews,2025-09-19 12:13:49+00:00,"В августе жителю Тверской области пришла электронная повестка в военкомат, сообщил проект «Идите лесом»*. Это был первый известный случай подобной повестки, присланной через электронный реестр. А в сентябре стало известно о первом запрете на выезд из страны п…",www.bbc.com,151.101.192.81,"AS54113 Fastly, Inc.",US,2025-09-19
военкомат,рай (военкомат),https://mi3ch.livejournal.com/6219994.html,Livejournal.com,mi3ch,2025-09-19 09:52:36+00:00,"В комментариях к предыдущему посту сразу несколько человек упомянули знаменитый эксперимент с мышами «Вселенная 25». Мне казалось, что все уже знают о том, что это миф, но если нужно, я готов рассказать все еще раз.Если кратко, то суть эксперимента «Вселенная…",mi3ch.livejournal.com,81.19.74.0,AS24638 Rambler Internet Holding LLC,RU,2025-09-19
военкомат,Сотрудники ТЦК в Стеблеве избили инвалида при мобилизации его брата,https://vz.ru/news/2025/9/15/1359910.html#text,Vz.ru,Деловая газета Взгляд,2025-09-15 11:19:02+00:00,"В поселке Стеблев Черкасской области мужчина с инвалидностью третьей группы пострадал при попытке предотвратить насильственную мобилизацию своего брата. Как сообщил депутат Верховной рады Алексей Гончаренко, ветеран ВСУ с инвалидностью третьей группы попыталс…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-09-15
военкомат,ОЕ24: Задержанный на Украине оператор австрийского телеканала ORF сбежал от ТЦК,https://rg.ru/2025/09/14/oe24-zaderzhannyj-na-ukraine-operator-avstrijskogo-telekanala-orf-sbezhal-ot-tck.html,Rg.ru,,2025-09-14 01:26:51+00:00,"Оператор австрийской телерадиокомпании ORF, которого ранее украинские военкомы задержали и отправили в ТЦК (военкомат), смог покинуть место задержания. Об этом сообщил телеканал OE24 со ссылкой на руководителя бюро ORF в Киеве Кристиана Вершютца.",rg.ru,185.65.148.114,AS51115 HLL LLC,RU,2025-09-14
военкомат,Украинский батюшка-блогер пытался отбиться от военкома топором и газовым баллончиком,https://life.ru/p/1788791,Life.ru,Татьяна Миссуми,2025-09-12 09:06:29+00:00,"На Украине Черкасский областной ТЦК (военкомат) сообщил, что мужчина напал с топором на военкома, который хотел проверить его документы. Украинец якобы нанёс несколько ударов по голове сотруднику, после чего прыснул в него из газового баллончика. Однако потен…",life.ru,212.193.158.178,"AS34879 OOO ""Sovremennye setevye tekhnologii""",RU,2025-09-12
военкомат,Критиковавший украинских силовиков журналист Тахтай убит в Сумах,https://vz.ru/news/2025/9/7/1358047.html#text,Vz.ru,Деловая газета Взгляд,2025-09-07 02:55:07+00:00,"В Сумах убит украинский журналист Александр Тахтай, известный расследованиями коррупции при строительстве оборонительных сооружений на Украине и критикой украинских силовиков, сообщили в российских силовых структурах. «Критиковавший власть и силовиков украинс…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-09-07
военкомат,В Волынской области мужчины избили сотрудников ТЦК и открыли по ним стрельбу,https://rg.ru/2025/09/05/v-volynskoj-oblasti-muzhchiny-izbili-sotrudnikov-tck-i-otkryli-po-nim-strelbu.html,Rg.ru,,2025-09-04 21:45:40+00:00,"Несколько мужчин в селе Боратин Волынской области на западе Украины побили сотрудников военкомата, а также отобрали у них служебный пистолет. Об этом сообщил областной территориальный центр комплектования (ТЦК, военкомат).",rg.ru,185.65.148.114,AS51115 HLL LLC,RU,2025-09-04
военкомат,Волонтеры Победы провели акции в годовщину окончания Второй мировой войны,https://vz.ru/news/2025/9/3/1357329.html#text,Vz.ru,Деловая газета Взгляд,2025-09-03 18:37:47+00:00,"В честь 80-летия окончания Второй мировой войны добровольцы организовали памятные акции, вручили символические ленты и поздравили ветеранов в разных регионах России. Мероприятия прошли 3 сентября и были приурочены ко Дню Победы над милитаристской Японией и за…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-09-03
военкомат,Осужденные за попытку поджечь военкомат сбежали из СИЗО через кладбище,https://news.mail.ru/incident/67711694/,Mail.ru,Диана Дьякова,2025-09-02 16:49:58+00:00,"Арестованные по обвинению в подготовке поджога военкомата заключенные могли осуществить побег из СИЗО-1 в Екатеринбурге через кладбище, сообщил источник РБК.",news.mail.ru,95.163.61.53,AS47764 LLC VK,RU,2025-09-02
военкомат,«Людоловы» на кладбище: Священник отпел убитого ВСУшника и тут же занял его место на фронте,https://life.ru/p/1785129,Life.ru,Татьяна Миссуми,2025-08-31 12:14:00+00:00,"На Украине сотрудники ТЦК (Территориальный центр комплектования, военкомат) схватили священника прямо на кладбище, где он отпевал погибшего солдата ВСУ, и сразу отправили в ряды украинской армии. Об этом сообщил в телеграм-канале мобилизованный священник Иоан…",life.ru,212.193.158.178,"AS34879 OOO ""Sovremennye setevye tekhnologii""",RU,2025-08-31
военкомат,На Украине военкомы похитили журналиста за расследование коррупции,https://vz.ru/news/2025/8/29/1356256.html#text,Vz.ru,Деловая газета Взгляд,2025-08-29 10:55:10+00:00,Главного редактора закарпатского издания «Локатор-Медиа» Александра Пилипенко увезли в ужгородский военкомат после его расследований коррупции местных властей. Главного редактора закарпатского издания «Локатор-Медиа» Александра Пилипенко задержали сотрудники …,vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-29
военкомат,В Одесской области пытавшегося понизить тарифы депутата насильно отправили в военкомат,https://vz.ru/news/2025/8/29/1356247.html#text,Vz.ru,Деловая газета Взгляд,2025-08-29 10:28:35+00:00,"В Одесской области депутата Александра Сомова, выступавшего против роста тарифов на коммунальные услуги, задержали прямо перед сессией сельсовета и принудительно отправили в военкомат. Руководителю фракции «Европейской солидарности» Фонтанского сельсовета Але…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-29
военкомат,На Украине пытавшегося понизить тарифы депутата насильно отправили в военкомат,https://tass.ru/proisshestviya/24902373,Tass.ru,,2025-08-29 09:54:34+00:00,"По словам Александра Сомова, в розыске он оказался за три часа до начала сессии сельсовета, при этом повестка не поступала к нему ни домой, ни на работу",tass.ru,91.221.165.118,AS201706 SERVICEPIPE LLC,RU,2025-08-29
военкомат,Парень проспал военкомат — дело рассматривали в суде,https://people.onliner.by/2025/08/29/paren-prospal-voenkomat-delo-rassmatrivali-v-sude,Onliner.by,Onliner,2025-08-29 07:22:57+00:00,"19-летний житель Гомеля должен был явиться по повестке в военный комиссариат, однако этого не сделал. Демарш парня в военкомате не оценили. Дело рассматривали в суде.Читать далее…",people.onliner.by,178.124.129.14,AS6697 Republican Unitary Telecommunication Enterprise Beltelecom,BY,2025-08-29
военкомат,Военкомы на Украине оставили детей мобилизованного отца-одиночки на дороге,https://vz.ru/news/2025/8/29/1356180.html#text,Vz.ru,Деловая газета Взгляд,2025-08-29 06:15:00+00:00,"В Запорожье сотрудники военкомата забрали на службу отца-одиночку прямо на блокпосту, а его семилетних детей оставили без присмотра, сообщили украинские СМИ. Сотрудники военкомата в Запорожье мобилизовали 28-летнего Владимира Страхова, который один воспитывае…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-29
военкомат,В ТЦК объяснили задержание в Ужгороде бывшего полицейского,https://korrespondent.net/ukraine/4810583-v-ttsk-obiasnyly-zaderzhanye-v-uzhhorode-byvsheho-polytseiskoho,Korrespondent.net,1,2025-08-26 08:59:00+00:00,"Бывшего правоохранителя, который ранее заступился за ветерана в конфликте с ТЦК, задержали и отвезли в районный военкомат.",korrespondent.net,104.21.78.156,"AS13335 Cloudflare, Inc.",US,2025-08-26
военкомат,Вступившегося за инвалида экс-полицейского на Украине мобилизовали,https://vz.ru/news/2025/8/26/1355459.html#text,Vz.ru,Деловая газета Взгляд,2025-08-26 08:14:34+00:00,"Бывшего сотрудника полиции из Ужгорода, уволенного за то, что он вступился за ветерана с инвалидностью, мобилизовали в украинскую армию, сообщили в Закарпатском территориальном центре комплектования (ТЦК, аналог военкомата). Полицейский Иван Белецкий опублико…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-26
военкомат,"На Украине мобилизовали экс-полицейского, вступившегося за избитого ТЦК инвалида",https://tass.ru/proisshestviya/24873729,Tass.ru,,2025-08-26 08:02:56+00:00,"В Закарпатском военкомате пояснили, что после увольнения Иван Белецкий не обновил вовремя свои данные, поэтому его объявили в розыск и вскоре доставили в военкомат",tass.ru,91.221.165.118,AS201706 SERVICEPIPE LLC,RU,2025-08-26
военкомат,Вывезенных с грузино-российской границы украинцев силой доставили в военкомат,https://news.mail.ru/society/67595563/,Mail.ru,Иван Лебедянский,2025-08-25 18:49:07+00:00,"Сотрудники территориального центра комплектования (ТЦК, украинский аналог военкомата — прим. «ВМ») в Одессе забрали 40 мужчин, которые застряли на границе между Россией и Грузией. Об этом в понедельник, 25 августа, сообщило издание Страна.ua.",news.mail.ru,95.163.61.53,AS47764 LLC VK,RU,2025-08-25
военкомат,Готов служить // Осужденный за взятки Олег Кручинин снова попытается уйти на СВО,https://www.kommersant.ru/doc/7989563,Kommersant.ru,,2025-08-25 18:40:56+00:00,"Военный комиссариат Нижегородской области проиграл гражданский спор с осужденным Олегом Кручининым, бывшим руководителем территориальных органов Росприроднадзора. Отбывая 13-летний срок за получение взяток, экс-чиновник решил заключить военный контракт для пр…",www.kommersant.ru,178.248.238.19,AS51115 HLL LLC,RU,2025-08-25
военкомат,ТЦК в Одессе задержал 40 вернувшихся из России на Украину по линии МИД мужчин,https://vz.ru/news/2025/8/25/1355303.html,Vz.ru,,2025-08-25 16:15:25+00:00,"Вывезенных с нейтральной зоны на границе Грузии и России мужчин после возвращения в Одессу задержали и направили в местный военкомат, сообщили украинские СМИ. Издание «Страна» сообщает, что сотрудники одесского территориального центра комплектования (ТЦК) заб…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-25
военкомат,"""Страна"": вывезенные с грузино-российской границы 40 украинцев попали в военкомат",https://tass.ru/mezhdunarodnaya-panorama/24868185,Tass.ru,,2025-08-25 14:23:21+00:00,"Всего вывезли 65 человек, из которых 10 женщин",tass.ru,91.221.165.118,AS201706 SERVICEPIPE LLC,RU,2025-08-25
военкомат,«Совсем молодой»: в зоне СВО погиб второй племянник Сергея Зверева,https://pikabu.ru/story/sovsem_molodoy_v_zone_svo_pogib_vtoroy_plemyannik_sergeya_zvereva_13113657,Pikabu.ru,https://www.facebook.com/pikabu.ru,2025-08-25 09:47:57+00:00,"Племянник Сергея Зверева погиб во время задания в зоне СВОВ семью Сергея Зверева снова пришла беда. Стало известно, что в зоне СВО погиб второй племянник артиста Игорь. На фронте он был с осени 2022 года. - Мы об этой трагедии узнали только что, - на Звереве …",pikabu.ru,185.178.210.201,AS57724 DDOS-GUARD LTD,GB,2025-08-25
военкомат,"На западе Украины умер мужчина, которого удерживали в военкомате",https://tass.ru/proisshestviya/24863985,Tass.ru,,2025-08-25 05:53:07+00:00,Его забрали в военкомат 21 августа и держали в помещении три дня,tass.ru,91.221.165.118,AS201706 SERVICEPIPE LLC,RU,2025-08-25
военкомат,Мошенники пытались заставить подростка поджечь военкомат в Нижегородской области,https://vz.ru/news/2025/8/22/1354669.html#text,Vz.ru,Деловая газета Взгляд,2025-08-22 11:43:47+00:00,"В поселке Шатки в Нижегородской области 14-летний школьник спас родителей от шантажа, отказавшись выполнить требования телефонных мошенников о поджоге здания военкомата, сообщили в региональном МВД. Мошенники по телефону пытались угрозами и обманом склонить п…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-22
военкомат,Жителя Алтайского края вынесли осудили за поджог военкомата,https://vz.ru/news/2025/8/22/1354605.html#text,Vz.ru,Деловая газета Взгляд,2025-08-22 08:02:26+00:00,"В Алтайском крае местного жителя Виталия Пирогова признали виновным в поджоге здания военного комиссариата в городе Рубцовск, его приговорили к 18 годам строгого режима, сообщил Второй Восточный окружной военный суд. Пирогов обвинялся в прохождении обучения д…",vz.ru,80.249.131.71,AS49505 JSC Selectel,RU,2025-08-22
